country,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Rwanda,uniqueid_6744,Yes,Rural,Yes,2,47,Female,Head of Household,Widowed,Secondary education,Informally employed
Rwanda,uniqueid_6745,No,Rural,Yes,8,17,Female,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,uniqueid_6746,No,Rural,No,1,37,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
Rwanda,uniqueid_6747,Yes,Urban,Yes,4,29,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6748,No,Rural,No,6,30,Female,Head of Household,Widowed,No formal education,Informally employed
Rwanda,uniqueid_6749,Yes,Rural,Yes,2,29,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Rwanda,uniqueid_6750,No,Rural,No,1,73,Female,Head of Household,Widowed,No formal education,Government Dependent
Rwanda,uniqueid_6751,Yes,Urban,Yes,1,33,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Rwanda,uniqueid_6752,No,Rural,Yes,4,35,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6753,No,Rural,No,2,70,Female,Head of Household,Widowed,No formal education,Other Income
Rwanda,uniqueid_6754,No,Rural,Yes,2,75,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6755,No,Rural,Yes,6,58,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6756,No,Rural,Yes,7,57,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Rwanda,uniqueid_6757,No,Rural,Yes,9,69,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6758,No,Rural,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Rwanda,uniqueid_6759,No,Rural,Yes,4,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6760,No,Rural,Yes,5,29,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6761,No,Rural,Yes,4,35,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
Rwanda,uniqueid_6762,No,Rural,Yes,6,47,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6763,Yes,Rural,Yes,4,53,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6764,No,Rural,Yes,4,28,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6765,No,Rural,Yes,6,50,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6766,Yes,Rural,Yes,5,26,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6767,No,Rural,Yes,6,31,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6768,No,Rural,Yes,10,38,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6769,No,Rural,No,4,56,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,uniqueid_6770,No,Urban,Yes,1,22,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6771,No,Rural,Yes,8,20,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6772,No,Rural,No,2,61,Female,Head of Household,Widowed,Primary education,Other Income
Rwanda,uniqueid_6773,Yes,Urban,Yes,3,35,Female,Child,Single/Never Married,Tertiary education,Formally employed Government
Rwanda,uniqueid_6774,No,Rural,Yes,3,33,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6775,No,Rural,Yes,4,51,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6776,No,Rural,Yes,6,41,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,uniqueid_6777,No,Rural,Yes,1,43,Female,Head of Household,Single/Never Married,No formal education,Farming and Fishing
Rwanda,uniqueid_6778,No,Urban,Yes,3,16,Female,Child,Single/Never Married,Secondary education,Self employed
Rwanda,uniqueid_6779,No,Rural,Yes,8,49,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6780,No,Rural,No,1,59,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6781,No,Rural,No,6,20,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6782,Yes,Urban,Yes,6,50,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private
Rwanda,uniqueid_6783,No,Rural,No,2,56,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6784,No,Rural,Yes,7,50,Male,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing
Rwanda,uniqueid_6785,No,Rural,Yes,4,29,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6786,No,Rural,Yes,3,34,Male,Head of Household,Married/Living together,Primary education,Self employed
Rwanda,uniqueid_6787,No,Rural,Yes,6,34,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6788,Yes,Urban,Yes,7,25,Female,Child,Single/Never Married,Tertiary education,Other Income
Rwanda,uniqueid_6789,No,Rural,Yes,3,23,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6790,No,Rural,Yes,8,51,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6791,No,Rural,Yes,7,38,Female,Spouse,Married/Living together,Secondary education,Formally employed Private
Rwanda,uniqueid_6792,No,Rural,No,6,43,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6793,No,Rural,Yes,5,38,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6794,No,Rural,Yes,2,65,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Rwanda,uniqueid_6795,No,Rural,No,5,64,Female,Head of Household,Widowed,No formal education,Other Income
Rwanda,uniqueid_6796,No,Urban,Yes,10,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6797,No,Rural,Yes,5,22,Female,Other non-relatives,Single/Never Married,Primary education,Informally employed
Rwanda,uniqueid_6798,Yes,Urban,Yes,5,32,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6799,No,Rural,Yes,1,53,Female,Head of Household,Single/Never Married,Primary education,Dont Know/Refuse to answer
Rwanda,uniqueid_6800,No,Rural,Yes,3,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6801,Yes,Rural,Yes,4,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6802,No,Rural,No,4,30,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6803,No,Urban,Yes,7,16,Female,Other non-relatives,Single/Never Married,Primary education,Informally employed
Rwanda,uniqueid_6804,No,Rural,Yes,4,23,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6805,No,Rural,Yes,3,39,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6806,No,Rural,Yes,4,40,Female,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing
Rwanda,uniqueid_6807,Yes,Urban,Yes,5,70,Female,Child,Widowed,No formal education,Informally employed
Rwanda,uniqueid_6808,No,Rural,Yes,5,36,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Rwanda,uniqueid_6809,No,Rural,No,6,17,Female,Child,Single/Never Married,Primary education,Informally employed
Rwanda,uniqueid_6810,No,Rural,No,2,21,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6811,No,Rural,Yes,6,33,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6812,No,Rural,No,5,19,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6813,No,Rural,Yes,3,20,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6814,No,Rural,Yes,4,58,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6815,No,Rural,Yes,4,42,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6816,No,Rural,No,7,38,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6817,No,Rural,Yes,5,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6818,No,Rural,Yes,3,18,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6819,No,Rural,Yes,6,49,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6820,No,Rural,Yes,6,52,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6821,No,Rural,Yes,1,22,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6822,Yes,Rural,Yes,4,23,Male,Child,Single/Never Married,Secondary education,Self employed
Rwanda,uniqueid_6823,No,Rural,Yes,4,35,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6824,No,Rural,Yes,2,39,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,uniqueid_6825,No,Rural,Yes,6,49,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6826,No,Rural,Yes,5,36,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6827,No,Rural,Yes,3,32,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6828,No,Rural,Yes,3,32,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6829,No,Urban,Yes,4,17,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6830,No,Rural,Yes,4,27,Male,Head of Household,Married/Living together,Primary education,Self employed
Rwanda,uniqueid_6831,No,Rural,Yes,5,29,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,uniqueid_6832,No,Rural,No,2,32,Male,Child,Single/Never Married,No formal education,Remittance Dependent
Rwanda,uniqueid_6833,No,Rural,Yes,5,31,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6834,No,Rural,No,7,46,Female,Spouse,Married/Living together,Primary education,Formally employed Government
Rwanda,uniqueid_6835,No,Rural,No,2,34,Female,Child,Divorced/Seperated,Primary education,Remittance Dependent
Rwanda,uniqueid_6836,No,Rural,Yes,8,20,Female,Child,Single/Never Married,Primary education,Self employed
Rwanda,uniqueid_6837,No,Urban,Yes,3,55,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,uniqueid_6838,Yes,Rural,Yes,3,30,Female,Spouse,Married/Living together,Secondary education,Informally employed
Rwanda,uniqueid_6839,No,Rural,Yes,7,54,Male,Head of Household,Married/Living together,Primary education,Self employed
Rwanda,uniqueid_6840,No,Rural,Yes,4,25,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6841,No,Rural,Yes,4,23,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6842,No,Rural,No,8,36,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6843,No,Rural,Yes,3,54,Female,Head of Household,Widowed,No formal education,Informally employed
Rwanda,uniqueid_6844,No,Rural,Yes,9,41,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6845,No,Rural,Yes,5,16,Female,Parent,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6846,Yes,Rural,Yes,2,29,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Government
Rwanda,uniqueid_6847,No,Rural,Yes,5,28,Female,Child,Divorced/Seperated,Primary education,Informally employed
Rwanda,uniqueid_6848,Yes,Rural,Yes,5,32,Male,Head of Household,Married/Living together,Primary education,Dont Know/Refuse to answer
Rwanda,uniqueid_6849,No,Rural,Yes,9,24,Female,Parent,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6850,No,Rural,No,1,41,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Rwanda,uniqueid_6851,Yes,Rural,Yes,3,27,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6852,No,Rural,Yes,5,59,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
Rwanda,uniqueid_6853,No,Rural,Yes,5,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6854,No,Rural,Yes,5,43,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6855,No,Rural,Yes,5,55,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6856,Yes,Rural,Yes,4,40,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,uniqueid_6857,No,Rural,Yes,4,32,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6858,No,Rural,Yes,4,38,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,uniqueid_6859,No,Rural,Yes,3,49,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,uniqueid_6860,Yes,Rural,Yes,4,39,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Rwanda,uniqueid_6861,No,Rural,Yes,5,36,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6862,No,Rural,Yes,7,23,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6863,No,Rural,Yes,7,36,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6864,No,Urban,Yes,5,78,Male,Head of Household,Married/Living together,Primary education,Government Dependent
Rwanda,uniqueid_6865,Yes,Rural,Yes,6,45,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6866,No,Rural,No,2,80,Male,Head of Household,Widowed,No formal education,Other Income
Rwanda,uniqueid_6867,No,Rural,Yes,5,54,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6868,No,Rural,No,1,54,Male,Head of Household,Widowed,No formal education,Informally employed
Rwanda,uniqueid_6869,No,Urban,Yes,3,17,Female,Parent,Single/Never Married,Primary education,Remittance Dependent
Rwanda,uniqueid_6870,No,Rural,No,7,40,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6871,No,Rural,Yes,2,21,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6872,No,Urban,Yes,2,23,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Rwanda,uniqueid_6873,No,Rural,No,9,58,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6874,No,Rural,Yes,4,41,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Rwanda,uniqueid_6875,No,Rural,Yes,4,20,Female,Other relative,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6876,Yes,Rural,Yes,11,41,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6877,No,Rural,Yes,2,34,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6878,No,Rural,No,5,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6879,No,Rural,Yes,7,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6880,No,Rural,Yes,2,24,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,uniqueid_6881,Yes,Rural,Yes,6,37,Male,Head of Household,Married/Living together,Primary education,Self employed
Rwanda,uniqueid_6882,No,Rural,Yes,8,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6883,No,Rural,Yes,4,18,Female,Child,Single/Never Married,Primary education,Farming and Fishing
